database,db_version,id,speaker,emotion,cmu_a_id,script,sentence_path,duration
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0373,jenie,neutral,0373,"Points of view, new ideas, life.",jenie/neutral/neutral_0373.wav,1.4700680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0374,jenie,neutral,0374,"But life's worth more than cash, she argued.",jenie/neutral/neutral_0374.wav,1.5900226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0375,jenie,neutral,0375,The butchers and meat cutters refused to handle meat destined for unfair restaurants.,jenie/neutral/neutral_0375.wav,3.480045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0376,jenie,neutral,0376,"Your price, my son, is just about thirty per week.",jenie/neutral/neutral_0376.wav,2.1300226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0377,jenie,neutral,0377,This sound did not disturb the hush and awe of the place.,jenie/neutral/neutral_0377.wav,1.8900680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0378,jenie,neutral,0378,That's why its boundaries are all gouged and jagged.,jenie/neutral/neutral_0378.wav,1.9200453514739229
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0379,jenie,neutral,0379,"How old are you, daddy.",jenie/neutral/neutral_0379.wav,0.24009070294784582
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0380,jenie,neutral,0380,But in the canyons water was plentiful and also a luxuriant forest growth.,jenie/neutral/neutral_0380.wav,4.260090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0381,jenie,neutral,0381,My name's Ferguson.,jenie/neutral/neutral_0381.wav,0.2700226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0382,jenie,neutral,0382,Daylight found himself charmed and made curious by the little man.,jenie/neutral/neutral_0382.wav,2.490068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0383,jenie,neutral,0383,"To his surprise, her answer was flat and uncompromising.",jenie/neutral/neutral_0383.wav,2.8200907029478457
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0384,jenie,neutral,0384,The farmer works the soil and produces grain.,jenie/neutral/neutral_0384.wav,1.740045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0385,jenie,neutral,0385,That's what Carnegie did.,jenie/neutral/neutral_0385.wav,0.6900680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0386,jenie,neutral,0386,"I can't argue with you, and you know that.",jenie/neutral/neutral_0386.wav,1.5300680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0387,jenie,neutral,0387,"Bob, growing disgusted, turned back suddenly and attempted to pass Mab.",jenie/neutral/neutral_0387.wav,4.050022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0388,jenie,neutral,0388,It was my idea to a tee.,jenie/neutral/neutral_0388.wav,0.6000907029478458
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0389,jenie,neutral,0389,"Mab, she said.",jenie/neutral/neutral_0389.wav,0.5100680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0390,jenie,neutral,0390,I'll go over tomorrow afternoon.,jenie/neutral/neutral_0390.wav,0.6300226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0391,jenie,neutral,0391,But he reconciled himself to it by an act of faith.,jenie/neutral/neutral_0391.wav,1.7700226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0392,jenie,neutral,0392,"There is that magnificent Bob, eating his head off in the stable.",jenie/neutral/neutral_0392.wav,2.010068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0421,jenie,neutral,0421,"By golly, the boy wins.",jenie/neutral/neutral_0421.wav,2.1900680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0422,jenie,neutral,0422,Halfway around the track one donkey got into an argument with its rider.,jenie/neutral/neutral_0422.wav,2.9700226757369617
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0423,jenie,neutral,0423,McVeigh when he returns from a trip to Honolulu.,jenie/neutral/neutral_0423.wav,1.5900680272108842
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0424,jenie,neutral,0424,"Obviously, it was a disease that could be contracted by contact.",jenie/neutral/neutral_0424.wav,2.8800907029478457
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0425,jenie,neutral,0425,Otherwise no restriction is put upon their seafaring.,jenie/neutral/neutral_0425.wav,3.990068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0426,jenie,neutral,0426,They do not know the length of time of incubation.,jenie/neutral/neutral_0426.wav,1.1700226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0427,jenie,neutral,0427,Enters now the psychology of the situation.,jenie/neutral/neutral_0427.wav,2.5500226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0428,jenie,neutral,0428,It was not exactly a deportation.,jenie/neutral/neutral_0428.wav,1.4101133786848072
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0429,jenie,neutral,0429,"Quick was the disappointment in his face, yet smiling was the acquiescence.",jenie/neutral/neutral_0429.wav,3.72
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0430,jenie,neutral,0430,Nevertheless we found ourselves once more in the high seat of abundance.,jenie/neutral/neutral_0430.wav,3.3600907029478457
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0432,jenie,neutral,0432,The boy at the wheel lost his head.,jenie/neutral/neutral_0432.wav,2.160090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0433,jenie,neutral,0433,"To her the bridge was tambo, which is the native for taboo.",jenie/neutral/neutral_0433.wav,4.590068027210885
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0434,jenie,neutral,0434,A half a case of tobacco was worth three pounds.,jenie/neutral/neutral_0434.wav,2.5500226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0435,jenie,neutral,0435,What do you mean by this outrageous conduct.,jenie/neutral/neutral_0435.wav,0.780045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0436,jenie,neutral,0436,But Martin smiled a superior smile.,jenie/neutral/neutral_0436.wav,1.260045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0437,jenie,neutral,0437,By that answer my professional medical prestige stood or fell.,jenie/neutral/neutral_0437.wav,2.640090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0438,jenie,neutral,0438,"At sea, Monday, March 16, 1908.",jenie/neutral/neutral_0438.wav,1.5900226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0439,jenie,neutral,0439,"At sea, Wednesday, March 18, 1908.",jenie/neutral/neutral_0439.wav,1.8600907029478457
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0440,jenie,neutral,0440,"Yes, sir, I corrected.",jenie/neutral/neutral_0440.wav,3.480045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0441,jenie,neutral,0441,Violent life and athletic sports had never appealed to me.,jenie/neutral/neutral_0441.wav,1.9500680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0442,jenie,neutral,0442,You live on an income which your father earned.,jenie/neutral/neutral_0442.wav,0.6900226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0443,jenie,neutral,0443,He was worth nothing to the world.,jenie/neutral/neutral_0443.wav,0.0
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0444,jenie,neutral,0444,Then you don't believe in altruism.,jenie/neutral/neutral_0444.wav,1.3500226757369616
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0445,jenie,neutral,0445,"The creative joy, I murmured.",jenie/neutral/neutral_0445.wav,2.010068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0446,jenie,neutral,0446,"He deluged me, overwhelmed me with argument.",jenie/neutral/neutral_0446.wav,2.5500226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0447,jenie,neutral,0447,"Ah, it is growing dark and darker.",jenie/neutral/neutral_0447.wav,1.3200907029478457
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_neutral_0448,jenie,neutral,0448,"I was Hump, cabin boy on the schooner Ghost.",jenie/neutral/neutral_0448.wav,1.5300680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0001,jenie,sleepy,0001,"Author of the danger trail, Philip Steels, etc.",jenie/sleepy/sleepy_0001.wav,5.880090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0002,jenie,sleepy,0002,"Not at this particular case, Tom, apologized Whittemore.",jenie/sleepy/sleepy_0002.wav,3.480045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0003,jenie,sleepy,0003,For the twentieth time that evening the two men shook hands.,jenie/sleepy/sleepy_0003.wav,4.620090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0004,jenie,sleepy,0004,"Lord, but I'm glad to see you again, Phil.",jenie/sleepy/sleepy_0004.wav,2.600045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0005,jenie,sleepy,0005,Will we ever forget it.,jenie/sleepy/sleepy_0005.wav,1.4700226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0006,jenie,sleepy,0006,"God bless 'em, I hope I'll go on seeing them forever.",jenie/sleepy/sleepy_0006.wav,3.7100680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0007,jenie,sleepy,0007,And you always want to see it in the superlative degree.,jenie/sleepy/sleepy_0007.wav,4.300045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0008,jenie,sleepy,0008,"Gad, your letter came just in time.",jenie/sleepy/sleepy_0008.wav,0.9200453514739229
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0009,jenie,sleepy,0009,"He turned sharply, and faced Gregson across the table.",jenie/sleepy/sleepy_0009.wav,3.9100680272108845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0010,jenie,sleepy,0010,I'm playing a single hand in what looks like a losing game.,jenie/sleepy/sleepy_0010.wav,3.7600453514739227
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0011,jenie,sleepy,0011,If I ever needed a fighter in my life I need one now.,jenie/sleepy/sleepy_0011.wav,4.540045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0012,jenie,sleepy,0012,Gregson shoved back his chair and rose to his feet.,jenie/sleepy/sleepy_0012.wav,2.510068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0013,jenie,sleepy,0013,"He was a head shorter than his companion, of almost delicate physique.",jenie/sleepy/sleepy_0013.wav,5.5600453514739225
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0014,jenie,sleepy,0014,"Now you're coming down to business, Phil, he exclaimed.",jenie/sleepy/sleepy_0014.wav,4.360045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0015,jenie,sleepy,0015,It's the aurora borealis.,jenie/sleepy/sleepy_0015.wav,2.020045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0016,jenie,sleepy,0016,"There's Fort Churchill, a rifle-shot beyond the ridge, asleep.",jenie/sleepy/sleepy_0016.wav,5.360090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0017,jenie,sleepy,0017,From that moment his friendship for Belize turns to hatred and jealousy.,jenie/sleepy/sleepy_0017.wav,6.700090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0018,jenie,sleepy,0018,There was a change now.,jenie/sleepy/sleepy_0018.wav,1.1500680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0019,jenie,sleepy,0019,"I followed the line of the proposed railroad, looking for chances.",jenie/sleepy/sleepy_0019.wav,4.580090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0020,jenie,sleepy,0020,Clubs and balls and cities grew to be only memories.,jenie/sleepy/sleepy_0020.wav,5.800090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0021,jenie,sleepy,0021,It fairly clubbed me into recognizing it.,jenie/sleepy/sleepy_0021.wav,2.1700226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0022,jenie,sleepy,0022,Hardly were our plans made public before we were met by powerful opposition.,jenie/sleepy/sleepy_0022.wav,5.570022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0023,jenie,sleepy,0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,jenie/sleepy/sleepy_0023.wav,6.000045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0024,jenie,sleepy,0024,It was my reports from the north which chiefly induced people to buy.,jenie/sleepy/sleepy_0024.wav,4.390022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0025,jenie,sleepy,0025,I was about to do this when cooler judgment prevailed.,jenie/sleepy/sleepy_0025.wav,2.7500226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0026,jenie,sleepy,0026,It occurred to me that there would have to be an accounting.,jenie/sleepy/sleepy_0026.wav,3.2000907029478456
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0027,jenie,sleepy,0027,"To my surprise, he began to show actual enthusiasm in my favor.",jenie/sleepy/sleepy_0027.wav,5.8100226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0028,jenie,sleepy,0028,"Robbery, bribery, fraud, ",jenie/sleepy/sleepy_0028.wav,4.4800453514739225
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0029,jenie,sleepy,0029,Their forces were already moving into the north country.,jenie/sleepy/sleepy_0029.wav,4.06
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0030,jenie,sleepy,0030,I had faith in them.,jenie/sleepy/sleepy_0030.wav,1.6300226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0031,jenie,sleepy,0031,They were three hundred yards apart.,jenie/sleepy/sleepy_0031.wav,1.5500226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0032,jenie,sleepy,0032,Since then some mysterious force has been fighting us at every step.,jenie/sleepy/sleepy_0032.wav,3.3700226757369616
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0033,jenie,sleepy,0033,"He unfolded a long typewritten letter, and handed it to Gregson.",jenie/sleepy/sleepy_0033.wav,3.620045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0034,jenie,sleepy,0034,Men of Selden's stamp don't stop at women and children.,jenie/sleepy/sleepy_0034.wav,3.880045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0035,jenie,sleepy,0035,"He stopped, and Philip nodded at the horrified question in his eyes.",jenie/sleepy/sleepy_0035.wav,5.3900680272108845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0036,jenie,sleepy,0036,She turned in at the hotel.,jenie/sleepy/sleepy_0036.wav,3.8700680272108845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0037,jenie,sleepy,0037,I was the only one who remained sitting.,jenie/sleepy/sleepy_0037.wav,2.5900226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0038,jenie,sleepy,0038,We'll have to watch our chances.,jenie/sleepy/sleepy_0038.wav,1.0300226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0039,jenie,sleepy,0039,The ship should be in within a week or ten days.,jenie/sleepy/sleepy_0039.wav,3.220045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0040,jenie,sleepy,0040,I suppose you wonder why she is coming up here.,jenie/sleepy/sleepy_0040.wav,2.220045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0041,jenie,sleepy,0041,Meanwhile I'll go out to breathe a spell.,jenie/sleepy/sleepy_0041.wav,2.180090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0042,jenie,sleepy,0042,How could he explain his possession of the sketch.,jenie/sleepy/sleepy_0042.wav,4.800045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0043,jenie,sleepy,0043,It seemed nearer to him since he had seen and talked with Gregson.,jenie/sleepy/sleepy_0043.wav,5.320045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0044,jenie,sleepy,0044,Her own betrayal of herself was like tonic to Philip.,jenie/sleepy/sleepy_0044.wav,3.700045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0045,jenie,sleepy,0045,He moved away as quietly as he had come.,jenie/sleepy/sleepy_0045.wav,3.7100680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0046,jenie,sleepy,0046,"The girl faced him, her eyes shining with sudden fear.",jenie/sleepy/sleepy_0046.wav,3.0300226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0047,jenie,sleepy,0047,Close beside him gleamed the white fangs of the wolf-dog.,jenie/sleepy/sleepy_0047.wav,2.6100226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0048,jenie,sleepy,0048,"He looked at the handkerchief more, closely.",jenie/sleepy/sleepy_0048.wav,2.020045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0049,jenie,sleepy,0049,Gregson was asleep when he re-entered the cabin.,jenie/sleepy/sleepy_0049.wav,3.660045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0050,jenie,sleepy,0050,"In spite of their absurdity, the words affected Philip curiously.",jenie/sleepy/sleepy_0050.wav,4.760045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0051,jenie,sleepy,0051,"The lace was of a delicate ivory color, faintly tinted with yellow.",jenie/sleepy/sleepy_0051.wav,5.400045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0052,jenie,sleepy,0052,It was a curious coincidence.,jenie/sleepy/sleepy_0052.wav,1.0700680272108845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0053,jenie,sleepy,0053,Suddenly his fingers closed tightly over the handkerchief.,jenie/sleepy/sleepy_0053.wav,3.700045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0054,jenie,sleepy,0054,There was nothing on the rock.,jenie/sleepy/sleepy_0054.wav,1.800090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0055,jenie,sleepy,0055,"Philip stood undecided, his ears strained to catch the slightest sound.",jenie/sleepy/sleepy_0055.wav,6.000045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0056,jenie,sleepy,0056,Pearce's little eyes were fixed on him shrewdly.,jenie/sleepy/sleepy_0056.wav,3.000090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0057,jenie,sleepy,0057,"I have no idea, replied Philip.",jenie/sleepy/sleepy_0057.wav,1.9100680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0058,jenie,sleepy,0058,I came for information more out of curiosity than anything else.,jenie/sleepy/sleepy_0058.wav,3.970068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0059,jenie,sleepy,0059,His immaculate appearance was gone.,jenie/sleepy/sleepy_0059.wav,2.000045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0060,jenie,sleepy,0060,"Anyway, no one saw her like that.",jenie/sleepy/sleepy_0060.wav,2.0900680272108842
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0061,jenie,sleepy,0061,Philip snatched at the letter which Gregson held out to him.,jenie/sleepy/sleepy_0061.wav,3.6300680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0062,jenie,sleepy,0062,The men stared into each other's face.,jenie/sleepy/sleepy_0062.wav,2.8200453514739228
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0063,jenie,sleepy,0063,"Yes, it was a man who asked, a stranger.",jenie/sleepy/sleepy_0063.wav,3.4100680272108845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0064,jenie,sleepy,0064,The fourth and fifth days passed without any developments.,jenie/sleepy/sleepy_0064.wav,3.020045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0065,jenie,sleepy,0065,They close now until his fingers were like cords of steel.,jenie/sleepy/sleepy_0065.wav,3.640045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0066,jenie,sleepy,0066,He saw Jeanne falter for a moment.,jenie/sleepy/sleepy_0066.wav,2.7000907029478456
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0067,jenie,sleepy,0067,"Surely I will excuse you, she cried.",jenie/sleepy/sleepy_0067.wav,2.4100680272108845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0068,jenie,sleepy,0068,"In a flash, Philip followed its direction.",jenie/sleepy/sleepy_0068.wav,3.2700226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0069,jenie,sleepy,0069,It was his intention to return to Eileen and her father.,jenie/sleepy/sleepy_0069.wav,5.120090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0070,jenie,sleepy,0070,He would first hunt up Gregson and begin his work there.,jenie/sleepy/sleepy_0070.wav,3.6100226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0071,jenie,sleepy,0071,What was the object of your little sensation.,jenie/sleepy/sleepy_0071.wav,1.7
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0072,jenie,sleepy,0072,But who was Eileen's double.,jenie/sleepy/sleepy_0072.wav,1.1600453514739228
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0073,jenie,sleepy,0073,"The promoter's eyes were heavy, with little puffy bags under them.",jenie/sleepy/sleepy_0073.wav,3.9900226757369612
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0074,jenie,sleepy,0074,"And now, down there, Eileen was waiting for him.",jenie/sleepy/sleepy_0074.wav,3.550068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0075,jenie,sleepy,0075,"There has been a change, she interrupted him.",jenie/sleepy/sleepy_0075.wav,2.060090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0076,jenie,sleepy,0076,The gray eyes faltered; the flush deepened.,jenie/sleepy/sleepy_0076.wav,3.8000907029478457
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0077,jenie,sleepy,0077,"It is the fire, partly, she said.",jenie/sleepy/sleepy_0077.wav,2.3500226757369616
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0078,jenie,sleepy,0078,"Then, and at supper, he tried to fathom her.",jenie/sleepy/sleepy_0078.wav,3.5100226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0079,jenie,sleepy,0079,It was a large canoe.,jenie/sleepy/sleepy_0079.wav,0.7400453514739229
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0080,jenie,sleepy,0080,What if Jeanne failed him.,jenie/sleepy/sleepy_0080.wav,1.040045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0081,jenie,sleepy,0081,What if she did not come to the rock.,jenie/sleepy/sleepy_0081.wav,1.5100680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0082,jenie,sleepy,0082,His face was streaming with blood.,jenie/sleepy/sleepy_0082.wav,2.1700680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0083,jenie,sleepy,0083,A shadow was creeping over Pierre's eyes.,jenie/sleepy/sleepy_0083.wav,2.7100680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0084,jenie,sleepy,0084,Scarcely had he uttered the name when Pierre's closing eyes shot open.,jenie/sleepy/sleepy_0084.wav,4.7700226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0113,jenie,sleepy,0113,I suppose you picked that lingo up among the Indians.,jenie/sleepy/sleepy_0113.wav,2.920090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0114,jenie,sleepy,0114,Her words sent a strange chill through Philip.,jenie/sleepy/sleepy_0114.wav,2.380045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0115,jenie,sleepy,0115,He had no excuse for the feelings which were aroused in him.,jenie/sleepy/sleepy_0115.wav,3.8300680272108845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0116,jenie,sleepy,0116,Was it the rendezvous of those who were striving to work his ruin.,jenie/sleepy/sleepy_0116.wav,4.680045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,jenie_sleepy_0117,jenie,sleepy,0117,"She added, with genuine sympathy in her face and voice.",jenie/sleepy/sleepy_0117.wav,4.700090702947846
